iter	Logloss
1511	0.3220925967
1512	0.3220831413
1513	0.3220787625
1514	0.3220681499
1515	0.322064733
1516	0.3220579367
1517	0.3220482151
1518	0.3220393258
1519	0.3220336544
1520	0.3220233334
1521	0.3220142704
1522	0.3220080956
1523	0.321994935
1524	0.3219866675
1525	0.3219854762
1526	0.3219758172
1527	0.3219662614
1528	0.3219576971
1529	0.3219513805
1530	0.3219465778
1531	0.3219359885
1532	0.3219321618
1533	0.321919933
1534	0.32190912
1535	0.3218906496
1536	0.3218830996
1537	0.3218756949
1538	0.3218648853
1539	0.321851869
1540	0.3218484175
1541	0.3218385967
1542	0.3218291549
1543	0.3218192279
1544	0.3218028857
1545	0.3217929213
1546	0.3217914159
1547	0.3217862025
1548	0.321770269
1549	0.3217600941
1550	0.3217474261
1551	0.3217396333
1552	0.3217340438
1553	0.3217211781
1554	0.3217116404
1555	0.3217043134
1556	0.3216969481
1557	0.3216877706
1558	0.3216801618
1559	0.321671184
1560	0.3216621727
1561	0.3216531344
1562	0.3216386779
1563	0.3216293944
1564	0.3216219071
1565	0.3216158653
1566	0.321601277
1567	0.3215948421
1568	0.3215904106
1569	0.3215781383
1570	0.3215692854
1571	0.3215636426
1572	0.3215567947
1573	0.3215478234
1574	0.3215379379
1575	0.3215258527
1576	0.3215212553
1577	0.3215124986
1578	0.3214967681
1579	0.3214858133
1580	0.3214729671
1581	0.3214682535
1582	0.3214580614
1583	0.3214523731
1584	0.3214421422
1585	0.321434693
1586	0.321432191
1587	0.3214230196
1588	0.3214130933
1589	0.3214058826
1590	0.3213939509
1591	0.3213886962
1592	0.3213776395
1593	0.3213707057
1594	0.3213649969
1595	0.3213565068
1596	0.3213459032
1597	0.321345034
1598	0.3213356203
1599	0.3213226685
1600	0.3213099851
1601	0.3213028966
1602	0.321298357
1603	0.3212882584
1604	0.3212817673
1605	0.3212755034
1606	0.3212650114
1607	0.3212590527
1608	0.3212495248
1609	0.3212413593
1610	0.3212318849
1611	0.3212302726
1612	0.3212250546
1613	0.3212143159
1614	0.3212031754
1615	0.3211995758
1616	0.3211884731
1617	0.3211877699
1618	0.3211754169
1619	0.3211663613
1620	0.3211557437
1621	0.3211490921
1622	0.3211404698
1623	0.321130045
1624	0.3211185387
1625	0.3211114478
1626	0.3211099127
1627	0.3211003743
1628	0.321098941
1629	0.3210804082
1630	0.3210712611
1631	0.3210600823
1632	0.3210498955
1633	0.321045794
1634	0.3210360849
1635	0.3210280747
1636	0.3210219752
1637	0.3210183117
1638	0.3210170086
1639	0.3210080977
1640	0.321006849
1641	0.3210060971
1642	0.3209974783
1643	0.3209899727
1644	0.3209781433
1645	0.3209671847
1646	0.3209567121
1647	0.3209485687
1648	0.3209432033
1649	0.3209367159
1650	0.3209294402
1651	0.3209209403
1652	0.3209086185
1653	0.3208971159
1654	0.3208936473
1655	0.3208841913
1656	0.3208770131
1657	0.320868027
1658	0.3208615936
1659	0.3208565323
1660	0.3208473302
1661	0.3208380477
1662	0.3208259962
1663	0.3208157135
1664	0.3208072507
1665	0.3207982223
1666	0.3207960897
1667	0.3207902274
1668	0.3207777633
1669	0.3207670354
1670	0.3207584401
1671	0.3207475107
1672	0.3207370606
1673	0.32072955
1674	0.3207222022
1675	0.3207133235
1676	0.3207053098
1677	0.3207002073
1678	0.3206870705
1679	0.3206783171
1680	0.3206677539
1681	0.3206601306
1682	0.3206550557
1683	0.3206544794
1684	0.320647794
1685	0.3206410783
1686	0.3206331386
1687	0.3206191387
1688	0.3206089462
1689	0.3206002131
1690	0.3205912506
1691	0.3205804234
1692	0.3205695224
1693	0.320568239
1694	0.320557056
1695	0.3205459609
1696	0.3205341002
1697	0.3205248357
1698	0.3205164392
1699	0.3205104364
1700	0.3205017053
1701	0.3204989875
1702	0.3204920494
1703	0.3204857922
1704	0.3204765154
1705	0.3204682513
1706	0.3204579287
1707	0.3204437267
1708	0.320432932
1709	0.3204249343
1710	0.3204176846
1711	0.3204105022
1712	0.3203986955
1713	0.3203899702
1714	0.3203818572
1715	0.3203782179
1716	0.3203757101
1717	0.3203680827
1718	0.3203633723
1719	0.3203550065
1720	0.320345702
1721	0.3203400317
1722	0.3203320039
1723	0.3203187178
1724	0.3203126262
1725	0.3203046025
1726	0.3202918642
1727	0.3202833566
1728	0.3202747992
1729	0.3202634329
1730	0.3202577955
1731	0.3202564015
1732	0.320243327
1733	0.320237104
1734	0.320227368
1735	0.3202179755
1736	0.32020948
1737	0.3202022955
1738	0.320193463
1739	0.3201863121
1740	0.3201791615
1741	0.320178696
1742	0.320168042
1743	0.3201626324
1744	0.3201488981
1745	0.3201385264
1746	0.3201279642
1747	0.3201241268
1748	0.3201154982
1749	0.3201071536
1750	0.320106045
1751	0.3200990794
1752	0.3200900523
1753	0.320078076
1754	0.3200719549
1755	0.3200619521
1756	0.3200503503
1757	0.3200452324
1758	0.3200334936
1759	0.3200293086
1760	0.3200173811
1761	0.3200096669
1762	0.3200001917
1763	0.3199915229
1764	0.319989008
1765	0.3199744739
1766	0.319961626
1767	0.3199549459
1768	0.3199438738
1769	0.3199359914
1770	0.3199309164
1771	0.3199259694
1772	0.3199150658
1773	0.3199134616
1774	0.3198992124
1775	0.3198910491
1776	0.3198831347
1777	0.3198769691
1778	0.3198694205
1779	0.3198633645
1780	0.3198557397
1781	0.3198553357
1782	0.3198445203
1783	0.3198430549
1784	0.3198354342
1785	0.3198252137
1786	0.3198150809
1787	0.3198067424
1788	0.3197949987
1789	0.3197891323
1790	0.3197789712
1791	0.3197709005
1792	0.3197610795
1793	0.3197524219
1794	0.3197461219
1795	0.3197365709
1796	0.3197259734
1797	0.3197147113
1798	0.3197070919
1799	0.3196986363
1800	0.3196906615
1801	0.3196833145
1802	0.319673431
1803	0.3196636143
1804	0.3196535903
1805	0.3196428413
1806	0.3196368267
1807	0.319634658
1808	0.3196326118
1809	0.3196249206
1810	0.3196145083
1811	0.3196049121
1812	0.3195866666
1813	0.3195831602
1814	0.3195753803
1815	0.3195658489
1816	0.3195578671
1817	0.3195488831
1818	0.3195443794
1819	0.3195390441
1820	0.3195382216
1821	0.3195279263
1822	0.3195193517
1823	0.3195138389
1824	0.3195083484
1825	0.3195001931
1826	0.3194955062
1827	0.3194871342
1828	0.3194806797
1829	0.3194724959
1830	0.3194659877
1831	0.3194560389
1832	0.3194539006
1833	0.3194497745
1834	0.3194408631
1835	0.3194331081
1836	0.3194240638
1837	0.3194199607
1838	0.3194085536
1839	0.3194023518
1840	0.319400658
1841	0.3193956095
1842	0.319389318
1843	0.3193721828
1844	0.3193642681
1845	0.3193526023
1846	0.3193463449
1847	0.3193379623
1848	0.3193245958
1849	0.3193187639
1850	0.3193051115
1851	0.3192946742
1852	0.3192938098
1853	0.3192882435
1854	0.3192877709
1855	0.3192741209
1856	0.3192664625
1857	0.3192594957
1858	0.3192552306
1859	0.3192498693
1860	0.319242439
1861	0.3192321437
1862	0.3192277698
1863	0.3192197734
1864	0.3192117539
1865	0.3192045385
1866	0.3191963712
1867	0.3191859542
1868	0.3191816371
1869	0.3191713751
1870	0.3191664067
1871	0.3191601351
1872	0.3191500476
1873	0.319141647
1874	0.3191347595
1875	0.3191248727
1876	0.3191146143
1877	0.3191078551
1878	0.3191017974
1879	0.3190968281
1880	0.3190891148
1881	0.3190796783
1882	0.3190740752
1883	0.319070819
1884	0.3190657674
1885	0.3190563673
1886	0.3190464376
1887	0.3190415035
1888	0.3190334635
1889	0.3190246052
1890	0.3190219798
1891	0.3190125948
1892	0.3190087992
1893	0.3189967688
1894	0.3189958662
1895	0.3189929216
1896	0.3189806117
1897	0.3189758696
1898	0.3189697753
1899	0.3189629816
1900	0.3189539629
1901	0.3189426714
1902	0.3189291987
1903	0.3189128773
1904	0.3189120217
1905	0.3189057703
1906	0.3188987024
1907	0.3188919249
1908	0.3188841157
1909	0.318874862
1910	0.3188690972
1911	0.3188561004
1912	0.3188488182
1913	0.3188264034
1914	0.3188171235
1915	0.3188095378
1916	0.3187999628
1917	0.3187956061
1918	0.318786779
1919	0.3187808666
1920	0.3187683964
1921	0.3187612318
1922	0.3187550056
1923	0.3187484812
1924	0.3187357724
1925	0.3187297585
1926	0.3187224421
1927	0.3187151674
1928	0.3187002464
1929	0.318692228
1930	0.3186826832
1931	0.3186717523
1932	0.3186643954
1933	0.3186590196
1934	0.3186526037
1935	0.318642796
1936	0.3186346366
1937	0.3186274337
1938	0.3186162173
1939	0.3186028776
1940	0.3185948793
1941	0.3185868955
1942	0.3185800944
1943	0.318570058
1944	0.3185618858
1945	0.3185454225
1946	0.3185389555
1947	0.3185262873
1948	0.3185171714
1949	0.3185116543
1950	0.3184967316
1951	0.3184886111
1952	0.3184797987
1953	0.3184704711
1954	0.3184678437
1955	0.3184613883
1956	0.318450012
1957	0.3184433339
1958	0.318431967
1959	0.3184255074
1960	0.3184200959
1961	0.3184116746
1962	0.3184003173
1963	0.3183875084
1964	0.3183765071
1965	0.318367672
1966	0.3183567452
1967	0.3183479725
1968	0.3183405404
1969	0.3183396254
1970	0.3183319725
1971	0.3183237165
1972	0.3183105781
1973	0.3183062565
1974	0.3182975114
1975	0.3182896324
1976	0.3182783715
1977	0.3182757636
1978	0.3182690061
1979	0.3182669619
1980	0.3182583429
1981	0.3182451327
1982	0.318238343
1983	0.3182269711
1984	0.3182205774
1985	0.3182096658
1986	0.3182037659
1987	0.3181968443
1988	0.3181842627
1989	0.3181777211
1990	0.3181662929
1991	0.3181568601
1992	0.3181500011
1993	0.3181437351
1994	0.3181308978
1995	0.3181201313
1996	0.3181191932
1997	0.318109179
1998	0.3180999335
1999	0.3180920503
